"","x"
"5131","RT @netflix: LORD                         LORD
FARQUAAD               NEARQUAAD https://t.co/15mLsyouV6"
"5132","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5133","RT @13ReasonsWhyBRA: As fitas eram apenas o começo. A 2ª temporada de #13ReasonsWhy chega na plataforma de streaming Netflix no dia 18 de M…"
"5134","1/5/18 Eva al desnudo (1950)
https://t.co/dwqT8w2z9h https://t.co/IV68zRLdbe"
"5135","how is netflix france having LOADS AND LOADS of dc movies and only the old spidermans as marvel movies??? https://t.co/kQmV3vh7Mp"
"5136","RT @Fresh1027NY: The 2nd season of @13ReasonsWhy, by executive producer #SelenaGomez, hits Netflix on May 18th!!! RT if you'll be watching!…"
"5137","RT @netflix: LORD                         LORD
FARQUAAD               NEARQUAAD https://t.co/15mLsyouV6"
"5138","RT @BossartKilian: Ptdrrrrr ma grand-mère elle a eu Netflix y’a pas longtemps c’est pas cette nuit elle a regardé une série jusqu’à 4h00 pc…"
"5139","RT @iloveputarias2_: O que vc queria pra esse sábado?

transar
comer um lanche
Netflix
transar dnv
Netflix
transar
lanche assistindo netfli…"
"5140","RT @AngieVelasco08: Que ganas de tirarme un pedo y salir volando hasta tu casa para poder ver Netflix con vos"
"5141","RT @nowtoronto: What to watch on Netflix Canada in May 2018 https://t.co/9EHCeOb3rV https://t.co/9iPSdkXDM5"
"5142","RT @SeriesUpdateFR: #INFO #13ReasonsWhy La saison 2 sort le 18 mai sur Netflix."
"5143","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5144","@tayIeegend @alipxrtin @NetflixBrasil pelo visto alguém nunca ouviu falar em dinheiro né???
tá sendo feita pq a Net… https://t.co/TmYbW62Qsj"
"5145","RT @sgbrasilcom: INFO: A série original da Netflix, produção executiva de Selena Gomez, #13ReasonsWhy retorna para a 2ª temporada em 18 de…"
"5146","@arielamali ������������‍♂️some of them in Netflix. Some on demand"
"5147","RT @samhighfill: #13ReasonsWhy season 2 (and all of its polaroids) will hit @netflix on May 18!! Check out the new trailer: https://t.co/o8…"
"5148","RT @mishiki: Netflixの面白いドキュメンタリー紹介シリーズ。

イギリスウインザー朝の100年をたどる作品。これは面白いなぁ。一次大戦時に王朝のドイツ色を消そうと努力したり、ロマノフ家の最後とどう関係していたかとか、チャールズ王太子の叙任式はテレビ向けに作られ…"
"5149","RT @EXOGlobal: [NEWSPIC] 180430 Sehun @ Netflix 'Busted' Press Conference

#PremiosMTVMiaw #MTVBRKPOPEXO @weareoneEXO https://t.co/vcNXBWdX…"
"5150","@thoroughblessed @RoadkillHyena It's got an english dub on Netflix"
"5151","Don't feel like paying my Netflix for these niggas"
"5152","RT @Un_huevo_: Estaba viendo Netflix tranquilamente, hasta que recordé todo lo que tengo por hacer, ahora estoy viendo Netflix estresadamen…"
"5153","RT @kpopgirls_peach: 20180430 NETFLIX RedCarpet
#EXO #セフン #세훈 #Sehun #오세훈 https://t.co/BbadOopVR9"
"5154","RT @netflix: LORD                         LORD
FARQUAAD               NEARQUAAD https://t.co/15mLsyouV6"
"5155","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5156","RT @AngieVelasco08: Que ganas de tirarme un pedo y salir volando hasta tu casa para poder ver Netflix con vos"
"5157","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5158","RT @13ReasonsWhyBRA: As fitas eram apenas o começo. A 2ª temporada de #13ReasonsWhy chega na plataforma de streaming Netflix no dia 18 de M…"
"5159","Amazon Prime Gonna Get More Expensive - 3 Reasons Why You Should Stay With It &amp; Why You Shouldn't

#technology… https://t.co/bqYmqh1kEV"
"5160","RT @JawuanFord: KANYE IS DISTRACTING US FROM THE FACT FAMILY GUY ISNT ON NETFLIX!!!! WAKE TF UP"
"5161","@FaZeClan @fazeniko @chrisrock @AdamSandler @netflix This dude said ""Two of the best actors of all time"". Delusional af."
"5162","RT @OITNBrazil: Netflix olhando os fãs de OITNB desesperados pela sexta temporada: https://t.co/zAYMiJjATP"
"5163","i am really into this show on netflix"
"5164","RT @DylanMBrasil: As fitas foram só o começo: a segunda temporada de ‘13 Reasons Why’ estreia no dia 18 de Maio, na Netflix. https://t.co/G…"
"5165","And just as the portal to the future opens, the New Ghostbeaters look through it and their eyes widen. Which ends t… https://t.co/tRaOPTxti2"
"5166","@netflix  https://t.co/qHqbOijk9z"
"5167","Voy a ver la peli de netflix  a ver si así se me baja el dia de mierda hoy por que es que vaya madre mía"
"5168","RT @kirbyshow: @michelleisawolf @netflix michelle wolf called Serena Williams a man? oh wow! no wonder why she's been deleting tweets https…"
"5169","RT @honeybunch94: “I’m EXO’s Sehun. Netflix is free for the first month.” 

wow promoter ������������������������������������ https://t.co/wynteLsU0E"
"5170","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5171","RT @TheKMPO: Terminando de ver #InfinityWar y el segundo capítulo de #LuisMiguel en Netflix el mismo día, solo me queda una reflexión...

❓…"
"5172","RT @SelenasSource: #13ReasonsWhy Season 2 returns to @Netflix on 18th May 2018. Get ready... #TheTruthIsDeveloping ������������ https://t.co/p7iWXYM0…"
"5173","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5174","@_inesmagalhaes_ das melhores psiquiatras da península Ibérica. Estavas sempre aterefada com o trabalho mas tinhas… https://t.co/e2nzbeTxcF"
"5175","RT @BossartKilian: Ptdrrrrr ma grand-mère elle a eu Netflix y’a pas longtemps c’est pas cette nuit elle a regardé une série jusqu’à 4h00 pc…"
"5176","RT @akaxcj: JANE THE VIRGIN SEASON 4 IS ON NETFLIX, I REPEAT JANE THE VIRGIN SEASON 4 IS ON NETFLIX"
"5177","RT @nicolesilvz: Jealous of everyone who is currently on vacation while I’m at home... watching netflix in my pjs."
"5178","@barbgaviao baixei o VPN só pra poder terminar RBD pq qnd eu estava no final, a Netflix tirou"
"5179","RT @BossartKilian: Ptdrrrrr ma grand-mère elle a eu Netflix y’a pas longtemps c’est pas cette nuit elle a regardé une série jusqu’à 4h00 pc…"
"5180","RT @BossartKilian: Ptdrrrrr ma grand-mère elle a eu Netflix y’a pas longtemps c’est pas cette nuit elle a regardé une série jusqu’à 4h00 pc…"
"5181","RT @weareoneEXO: 넷플릭스(Netflix) 오리지널 최초의 한국 예능 &lt;범인은 바로 너!&gt; 제작발표회에서 포착된 세훈!
탐정으로 변신한 세훈의 모습은 5월 4일에 공개됩니다!
#EXO #SEHUN #세훈 #Netflix #추리예능 #범인…"
"5182","RT @LunkersTV: Netflix series that is as good as ozark?"
"5183","@ICarly312 @NetflixBrasil Anda Netflix, cadê sua voz? https://t.co/GLq8ybHCm4"
"5184","RT @ICarly312: @NetflixBrasil E o iCarly no Netflix, volta quando? https://t.co/FUgJcwGwpW"
"5185","@AHotMetss LMAO have you ever seen that meme that’s like
 *looks for new show on netflix* *rewatches the office for… https://t.co/U0fEoNVkvM"
"5186","RT @astrobrix: la verdad no tengo vocacion como esos q quisieron ser medicos y abogados desde chicos yo voy cambiando mis sueños segun las…"
"5187","RT @StardustApp: #13ReasonsWhy season 2 will be hitting #Netflix on May 18th! Check out the brand new teaser and share a reaction sbout it…"
"5188","RT @gabrielosan1: dias asi son especial para café y netflix"
"5189","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5190","RT @SeriesUpdateFR: #INFO #13ReasonsWhy La saison 2 sort le 18 mai sur Netflix."
"5191","RT @celebsinparis: #INFO @netflix confirmé la sortie de la saison 2 de #13ReasonsWhy avec le trailer https://t.co/IiopUUol6t"
"5192","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5193","RT @Princessofwifi: me looking through Netflix shows and movies knowing damn well I’m just going to play The Office again https://t.co/Na1t…"
"5194","RT @sargntpeppers: GENTE AMANHÃ A NETFLIX VAI LANÇAR UM DOCUMENTÁRIO CHAMADO “27: gone too soon” QUE FALA SOBRE OS ARTISTAS QUE MORRERAM AO…"
"5195","RT @Iaastdance: keep ur trashy netflix show that glorifies suicide https://t.co/d1TZh3h6q9"
"5196","RT @netflix: LORD                         LORD
FARQUAAD               NEARQUAAD https://t.co/15mLsyouV6"
"5197","1/5/18 Las vueltas de la vida (2006)
https://t.co/Omg8iOBndy https://t.co/fgB5RxuD8G"
"5198","RT @weareoneEXO: 넷플릭스(Netflix) 오리지널 최초의 한국 예능 &lt;범인은 바로 너!&gt; 제작발표회에서 포착된 세훈!
탐정으로 변신한 세훈의 모습은 5월 4일에 공개됩니다!
#EXO #SEHUN #세훈 #Netflix #추리예능 #범인…"
"5199","RT @SeriesUpdateFR: #INFO #13ReasonsWhy La saison 2 sort le 18 mai sur Netflix."
"5200","Ich mag das @YouTube-Video: https://t.co/vzG7AOhwcF Tote Mädchen lügen nicht: Staffel 2 | Ankündigung [HD] | Netflix"
"5201","RT @sgbrasilcom: INFO: A série original da Netflix, produção executiva de Selena Gomez, #13ReasonsWhy retorna para a 2ª temporada em 18 de…"
"5202","RT @13ReasonsWhy: Your words are your story. #TellThem when you are ready. https://t.co/V9lA6etkcV"
"5203","RT @Goddessjennis: Send an amazon gc to cover my Netflix this month &amp; silently and possibly get an ignore session while I watch runt. 

God…"
"5204","RT @elizabethhdre: me looking through Netflix shows and movies knowing damn well I’m just going to play The Office again https://t.co/7vR5j…"
"5205","Adventure awaits!! We’re celebrating friendships and @SpiritRidingFree at Satsuma with lots of goodies for you and… https://t.co/NOwZMIyQtC"
"5206","RT @ICarly312: @NetflixBrasil E o iCarly no Netflix, volta quando? https://t.co/FUgJcwGwpW"
"5207","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5208","RT @rulerofwind_sh: Sehun said netflix has 1 month free trial again OMG HAHAHAHA ������������������ #BUSTED_SEHUN https://t.co/U1QoazEEJF"
"5209","Serie que ando viendo y que recomiendo con los ojos cerrados (a pesar de que vaya por el 3er capítulo) es The Alien… https://t.co/pffG6YZcIb"
"5210","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5211","RT @13ReasonsWhyBRA: As fitas eram apenas o começo. A 2ª temporada de #13ReasonsWhy chega na plataforma de streaming Netflix no dia 18 de M…"
"5212","TKM Netflix.  Pero nunca habrá nada como estar 1 hora eligiendo película en Blockbuster."
"5213","#Repost @hugogloss
•  •  •
CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. A… https://t.co/iwQxhDGybe"
"5214","I been watching this crazy ass show on netflix called dark all day long and I can’t stop"
"5215","@GabrielSantosCD Y eso q no ha visto en Netflix "" EL MECANISMO "" ..... Perdiria las regalias por cada capitulo visto ....."
"5216","RT @modestetokpe: netflix c'est bien mais sur ma vie que trouver un bon film à regarder dessus ça demande trop de patrouilles."
"5217","RT @kpopgirls_peach: 20180430 NETFLIX RedCarpet
#EXO #セフン #세훈 #Sehun #오세훈 https://t.co/BbadOopVR9"
"5218","RT @RaccoonGames: ������Silencio, se rueda...

Llegan las primeras imágenes de la segunda temporada de #ThePunisher en Netflix. ¿Acaso no hay ga…"
"5219","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5220","RT @WesleyKrid: en ce jour de la fête du travail, je vous annonce officiellement que la saison 2 de 13Reasons Why sortiras le 18 mai 2018 s…"
"5221","RT @BossartKilian: Ptdrrrrr ma grand-mère elle a eu Netflix y’a pas longtemps c’est pas cette nuit elle a regardé une série jusqu’à 4h00 pc…"
"5222","Netflix anuncia data da 2ª temporada de 13 Reasons Why &gt;&gt; https://t.co/51wOJn0YYy https://t.co/CgZfpC6omZ"
"5223","RT @InfoJelenaBR: A série original da Netflix produzida por Selena Gomez, 13 Reasons Why retorna dia 18 de maio com a segunda temporada. #1…"
"5224","1/5/18 Mechanic: Resurrection (2016)
https://t.co/OFQYpFZPsq https://t.co/jSxIZCMiWy"
"5225","I have some advice for you, Netflix. Just delete this show. https://t.co/5TewpFwMgn"
"5226","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5227","sera que é vdd que dia 18 de maio sai a nova temporada de #13ReasonsWhy na netflix aaaaaaaa"
"5228","Lost in space is SUCHHHH A GOOD SHOW OMG THNX @netflix now pls I need season 2"
"5229","RT @13ReasonsWhyBRA: As fitas eram apenas o começo. A 2ª temporada de #13ReasonsWhy chega na plataforma de streaming Netflix no dia 18 de M…"
"5230","@JAESUNBOURNE there are better things on Netflix to watch, ofc. like a documentary on pickles for instance! FUUDJF"
"5231","RT @abc_es: Netflix indemniza a Claire Foy por haberle pagado menos que a Matt Smith en «The Crown» https://t.co/bghPM3pVje"
"5232","RT @13ReasonsWhyBRA: Aparentemente a Netflix Portugal vazou a data de estreia para 2ª temporada em uma divulgação da série no metro em Port…"
"5233","RT @DylanMBrasil: As fitas foram só o começo: a segunda temporada de ‘13 Reasons Why’ estreia no dia 18 de Maio, na Netflix. https://t.co/G…"
"5234","RT @BossartKilian: Ptdrrrrr ma grand-mère elle a eu Netflix y’a pas longtemps c’est pas cette nuit elle a regardé une série jusqu’à 4h00 pc…"
"5235","Mucho netflix y dormir hoy������"
"5236","RT @basatonur: Biraz Netflix izlemiş olan bu eve taşındığı hafta işkence görerek öldürüleceğini bilirdi https://t.co/cZhQdAyzNJ"
"5237","RT @BautiFrola: Hoy es el día perfecto para ver Netflix de a dos."
"5238","RT @13ReasonsWhyBRA: As fitas eram apenas o começo. A 2ª temporada de #13ReasonsWhy chega na plataforma de streaming Netflix no dia 18 de M…"
"5239","The lovely bones is on Netflix now"
"5240","RT @PeruvianMinx: Netflix N’ Fuck.

Wanna skip the Netflix part, though? https://t.co/o2QxEVSqGt"
"5241","RT @maisdeoitomil: POST NOVO!!! Netflix lança Yu-Gi-Oh! Arc-V, mas esquece de colocar legenda ou dublagem em português --&gt; https://t.co/mJQ…"
"5242","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5243","@strawhousefilms @netflix In the 10 days since I discovered it on Netflix, I have watched it 4 times and cried mult… https://t.co/KJorZ83ly2"
"5244","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5245","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5246","RT @manonvanity: soiree netflix en perspective"
"5247","RT @netflix: LORD                         LORD
FARQUAAD               NEARQUAAD https://t.co/15mLsyouV6"
"5248","RT @gretsfullido: With KPop Stars @oohsehun &amp; Kim Se-Jeong at the official press launch of their new @netflix show BUSTED which debuts on M…"
"5249","Lo mejor d todo es qué netflix confirmó la 3ra temporadaaaaa"
"5250","RT @dam_dt: ความเซฮุนตอนเช้าก็บอก.ฟคว่า Netflix ดูฟรีในเดือนแรกดังนั้นมาดูรายการกันเยอะๆด้วยนะครับ พอตอนเย็นเดินพรมแดงก็บอกว่าเดือนแรกฟรีค…"
"5251","I promised myself to watch loads of netflix on my time off work and it’s day 1 and i’ve already watched one series https://t.co/Iic7aaQcEy"
"5252","RT @JawuanFord: KANYE IS DISTRACTING US FROM THE FACT FAMILY GUY ISNT ON NETFLIX!!!! WAKE TF UP"
"5253","RT @SelenasSource: #13ReasonsWhy Season 2 returns to @Netflix on 18th May 2018. Get ready... #TheTruthIsDeveloping ������������ https://t.co/p7iWXYM0…"
"5254","RT @netflix: LORD                         LORD
FARQUAAD               NEARQUAAD https://t.co/15mLsyouV6"
"5255","RT @Ilovesexys1: O que vc queria pra esse feriado?

transar
comer um lanche
Netflix
transar dnv
Netflix
transar
Comer d nv"
"5256","RT @weareoneEXO: 넷플릭스(Netflix) 오리지널 최초의 한국 예능 &lt;범인은 바로 너!&gt; 제작발표회에서 포착된 세훈!
탐정으로 변신한 세훈의 모습은 5월 4일에 공개됩니다!
#EXO #SEHUN #세훈 #Netflix #추리예능 #범인…"
"5257","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5258","RT @aggretsuko: Grrr... #Mondays... STRIKE THEM DOWN!!!!! #Aggretsuko @netflix https://t.co/SeVVY29xBV"
"5259","RT @tonytx4_: PUT SILENT LIBRARY ON NETFLIX
PUT SILENT LIBRARY ON NETFLIX
PUT SILENT LIBRARY ON NETFLIX
PUT SILENT LIBRARY ON NETFLIX
PUT S…"
"5260","When you realize the second @deadpoolmovie and the second season of @13ReasonsWhy are both coming out on the same d… https://t.co/NUwcHDKn9o"
"5261","RT @DylanMBrasil: As fitas foram só o começo: a segunda temporada de ‘13 Reasons Why’ estreia no dia 18 de Maio, na Netflix. https://t.co/G…"
"5262","RT @13ReasonsWhyBRA: As fitas eram apenas o começo. A 2ª temporada de #13ReasonsWhy chega na plataforma de streaming Netflix no dia 18 de M…"
"5263","Todo el mundo hablando de La Casa De Papel y yo aquí sin netflix ._."
"5264","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5265","RT @weareoneEXO: 넷플릭스(Netflix) 오리지널 최초의 한국 예능 &lt;범인은 바로 너!&gt; 제작발표회에서 포착된 세훈!
탐정으로 변신한 세훈의 모습은 5월 4일에 공개됩니다!
#EXO #SEHUN #세훈 #Netflix #추리예능 #범인…"
"5266","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5267","@Jacob_Berger22 Correct. You should also watch the series on Netflix. Daredevil and The Punisher are the best"
"5268","RT @netflix: LORD                         LORD
FARQUAAD               NEARQUAAD https://t.co/15mLsyouV6"
"5269","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5270","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5271","1/5/18 Un perdedor con suerte (2000)
https://t.co/ML9Tg4o6jE https://t.co/eau9dBdQe3"
"5272","RT @astrobrix: la verdad no tengo vocacion como esos q quisieron ser medicos y abogados desde chicos yo voy cambiando mis sueños segun las…"
"5273","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5274","RT @netflix: Them: *extremely Justin Timberlake voice* It's gonna be May 

Me, an intellectual: https://t.co/6OVnIXjua9"
"5275","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5276","RT @ESNetflixES: Netflix acaba de anunciar que la segunda temporada (T2) de #Por13Razones #13ReasonsWhy se estrenará este mes de Mayo de 20…"
"5277","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5278","RT @astrobrix: la verdad no tengo vocacion como esos q quisieron ser medicos y abogados desde chicos yo voy cambiando mis sueños segun las…"
"5279","RT @aggretsuko: Grrr... #Mondays... STRIKE THEM DOWN!!!!! #Aggretsuko @netflix https://t.co/SeVVY29xBV"
"5280","I miss Family guy on Netflix"
"5281","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5282","RT @KMARescue: @ditzkoff @michelleisawolf Just cancelled Netflix! So done with all this hateful crap!"
"5283","RT @weareoneEXO: 넷플릭스(Netflix) 오리지널 최초의 한국 예능 &lt;범인은 바로 너!&gt; 제작발표회에서 포착된 세훈!
탐정으로 변신한 세훈의 모습은 5월 4일에 공개됩니다!
#EXO #SEHUN #세훈 #Netflix #추리예능 #범인…"
"5284","@insurgencia_ @eresProgre @Ass82 @manel_gf @Schuma78 Si, si, ""nada mas que decir"" pero ahi estas, dale que te pego… https://t.co/4KTJefy6Mh"
"5285","RT @astrobrix: la verdad no tengo vocacion como esos q quisieron ser medicos y abogados desde chicos yo voy cambiando mis sueños segun las…"
"5286","""So #MichelleWolf, forget #Netflix, we want you in Congress!"" @electroboyusa https://t.co/dMOcUzdeFb"
"5287","RT @Daily_Express: #13ReasonsWhySeason2: Does THIS confirm a launch date delay? https://t.co/fQtJz9hKFH https://t.co/BIP2HbX2hV"
"5288","RT @kpopgirls_peach: 20180430 NETFLIX RedCarpet
#パクミニョン #ミニョン #박민영 #ParkMinYoung ② https://t.co/OaP2sDrLhM"
"5289","@kwertzy @michelleisawolf @netflix youre right! thanks for looking https://t.co/9BjlyossrX"
"5290","RT @EXOGlobal: [NEWSPIC] 180430 Sehun @ Netflix 'Busted' Press Conference

#PremiosMTVMiaw #MTVBRKPOPEXO @weareoneEXO https://t.co/IemiI7It…"
"5291","RT @SelenaHQMedia: The Netflix Original Series, executively produced by Selena Gomez, #13ReasonsWhy returns for Season 2 on May 18th! https…"
"5292","RT @NetflixDE: Die Kassetten waren nur der Anfang. #13ReasonsWhy Staffel 2, ab 18. Mai auf Netflix. https://t.co/zRO6u2LxAB"
"5293","RT @levmauc: Películas de TERROR en Netflix recomendadas:

— The witch 
— Evil Dead 
— The Omen (1976)
— Under the shadow
— The invitation…"
"5294","RT @SeriesUpdateFR: #INFO #13ReasonsWhy La saison 2 sort le 18 mai sur Netflix."
"5295","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5296","RT @netflix: Them: *extremely Justin Timberlake voice* It's gonna be May 

Me, an intellectual: https://t.co/6OVnIXjua9"
"5297","RT @madai0930: SEASON 4 OF JANE THE VIRGIN IS ON NETFLIX!! I REPEAT SEASON 4 IS ON NETFLIX THIS IS NOT A DRILL"
"5298","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5299","RT @kanintr_: ความโอเซฮุนก็คือ สวัสดีครับผมเอ็กโซโอเซฮุน แล้วต่อด้วยสิ่งที่ไม่มีใครพูดแต่เซฮุนจะพูด ก็คือ netflix ดูฟรีเดือนแรก ช่วยดูรายกา…"
"5300","RT @SelenaHQMedia: The Netflix Original Series, executively produced by Selena Gomez, #13ReasonsWhy returns for Season 2 on May 18th! https…"
"5301","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5302","RT @SelenaHQMedia: The Netflix Original Series, executively produced by Selena Gomez, #13ReasonsWhy returns for Season 2 on May 18th! https…"
"5303","RT @WesleyKrid: en ce jour de la fête du travail, je vous annonce officiellement que la saison 2 de 13Reasons Why sortiras le 18 mai 2018 s…"
"5304","RT @THR: More than a year after its controversial first season, @Netflix has unveiled a first look and premiere date for the second season…"
"5305","RT @BautiFrola: Hoy es el día perfecto para ver Netflix de a dos."
"5306","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5307","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5308","RT @harryegirl: o brasileiro como sempre injustiçado olha essa netflix americana bicho https://t.co/1M1ccxQOPY"
"5309","RT @THR: More than a year after its controversial first season, @Netflix has unveiled a first look and premiere date for the second season…"
"5310","He añadido un vídeo a una lista de reproducción de @YouTube (https://t.co/Q3naVisVbi - Instala la Nueva versión de Netflix Pro"
"5311","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5312","RT @BautiFrola: Hoy es el día perfecto para ver Netflix de a dos."
"5313","RT @Seriepolis: Netflix lo hace oficial: con este teaser anuncia que la segunda temporada de #13ReasonsWhy volverá el viernes 18 de Mayo ht…"
"5314","@SoSuperNatural7 @netflix Me too... those kids have got it rough, and they never asked for any of it."
"5315","@ agora eu tenho netflix, topa? https://t.co/h5HVP9dc3f"
"5316","RT @ieuluca: O que vc queria pra esse feriado?

transar
comer um lanche
Netflix
transar dnv
Netflix
transar
Comer d nv"
"5317","RT @bunny_company: Jeśli netflix myśli, że wolę wydać swoje marne pieniądze by oglądać program z Sehunem niż przeznaczyć je na cokolwiek in…"
"5318","RT @ScreenMix: بعد أكثر من مرور عام على موسمه الأول المثير للجدل، Netflix تعلن عن أول ظهور وتاريخ أول للموسم الثاني من مسلسل #13ReasonsWhy…"
"5319","RT @weareoneEXO: 넷플릭스(Netflix) 오리지널 최초의 한국 예능 &lt;범인은 바로 너!&gt; 제작발표회에서 포착된 세훈!
탐정으로 변신한 세훈의 모습은 5월 4일에 공개됩니다!
#EXO #SEHUN #세훈 #Netflix #추리예능 #범인…"
"5320","RT @THR: #13ReasonsWhy: Watch the trailer for season 2 of the controversial @Netflix drama https://t.co/8PFz1qWTeM https://t.co/mXUFhbBOyl"
"5321","Alguien que venga a netflix and chill conmigo? Ahre"
"5322","@literarynessie It makes sense. We spend money on what we care about. And a typical novel also takes 3-5x as long a… https://t.co/EnscN5AQla"
"5323","RT @HugoGloss: CONFIRMADO: a segunda temporada de #13ReasonsWhy estreia no dia 18 de maio na Netflix. Ai minha nossa senhora das fitas! Kkk…"
"5324","Not new for Netflix. And honestly, the Netflix model of limited advertising shortly before a project debuts is much… https://t.co/vLXmm2qUGl"
"5325","RT @WesleyKrid: en ce jour de la fête du travail, je vous annonce officiellement que la saison 2 de 13Reasons Why sortiras le 18 mai 2018 s…"
"5326","1/5/18 Última sospecha (2001)
https://t.co/DddwdJauXg https://t.co/hoKcVYx9Ki"
"5327","RT @ICarly312: @NetflixBrasil E o iCarly no Netflix, volta quando? https://t.co/FUgJcwGwpW"
"5328","@euginews ...habiendo tanta oferta en netflix...ponerse a ver esa serie...diómió"
"5329","RT @netflix: LORD                         LORD
FARQUAAD               NEARQUAAD https://t.co/15mLsyouV6"
"5330","RT @gretsfullido: With KPop Stars @oohsehun &amp; Kim Se-Jeong at the official press launch of their new @netflix show BUSTED which debuts on M…"
"5331","RT @THR: #13ReasonsWhy: Watch the trailer for season 2 of the controversial @Netflix drama https://t.co/8PFz1qWTeM https://t.co/mXUFhbBOyl"
"5332","RT @jlhx12_: แต่ความโอเซฮุนอะ แถลงข่าวตอนเช้าก็บอกฟค.ว่า netflix ถ้าสมัครจะดูฟรี 1 เดือนนะ งานพรมแดงเย็นก็ย้ำอีกว่า ถ้าสมัครจะดูฟรี 1 เดือน…"
"5333","@cassidy1222 @joelnotpower @mackk_more @LemonZeringue @karolina_kratka @AJ_Shadow5 That's a great idea!! If Disney… https://t.co/0YYc1zGmm4"
"5334","RT @SelenasSource: #13ReasonsWhy Season 2 returns to @Netflix on 18th May 2018. Get ready... #TheTruthIsDeveloping ������������ https://t.co/p7iWXYM0…"
"5335","RT @javieraparicio: En Brasil hay elecciones presidenciales en octubre.

Netflix acaba de sacar una miniserie sobre Lava Jato y Odebrecht.…"
"5336","RT @PreviouslySerie: #13ReasonsWhy

⚠️ATENCIÓN⚠️

El 18 de MAYO estreno de la 2T de la serie en @netflix.

⬇️DENTRO VIDEO⬇️
https://t.co/DX…"
"5337","RT @Rodrig_o_1904: @_brunamonteiroo Tmb queria mas só que não há Netflix ������"
